Event Time,Location Tag,Source,Condition,Action,Priority,Description,Value,Units,Source_File,Interval_Start,Hits_in_10min
2025-09-28 16:12:12,6100,AIA_TD009,BAD PV,OK,U 00,TK-8F VCM Detect,5.33591,%LEL,7.csv,2025-09-28 16:10:00,83
2025-09-28 16:12:11,6100,AIA_TD009,BAD PV,,U 00,TK-8F VCM Detect,5.33591,%LEL,7.csv,2025-09-28 16:10:00,83
2025-09-28 16:12:11,6100,AIA_TD009,BAD PV,OK,U 00,TK-8F VCM Detect,5.2114,%LEL,7.csv,2025-09-28 16:10:00,83
2025-09-28 16:12:09,6100,AIA_TD009,BAD PV,,U 00,TK-8F VCM Detect,5.2114,%LEL,7.csv,2025-09-28 16:10:00,83
2025-09-28 16:12:09,6100,AIA_TD009,BAD PV,OK,U 00,TK-8F VCM Detect,5.02687,%LEL,7.csv,2025-09-28 16:10:00,83
2025-09-28 16:12:07,6100,AIA_TD009,BAD PV,,U 00,TK-8F VCM Detect,5.02687,%LEL,7.csv,2025-09-28 16:10:00,83
2025-09-28 16:12:07,6100,AIA_TD009,BAD PV,OK,U 00,TK-8F VCM Detect,4.86679,%LEL,7.csv,2025-09-28 16:10:00,83
2025-09-28 16:12:05,6100,AIA_TD009,BAD PV,,U 00,TK-8F VCM Detect,4.86679,%LEL,7.csv,2025-09-28 16:10:00,83
2025-09-28 12:53:07,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,7.csv,2025-09-28 12:50:00,32
2025-09-28 12:53:05,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,7.csv,2025-09-28 12:50:00,32
2025-09-28 12:52:58,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,7.csv,2025-09-28 12:50:00,32
2025-09-28 12:52:56,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,7.csv,2025-09-28 12:50:00,32
2025-09-28 12:52:51,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,7.csv,2025-09-28 12:50:00,32
2025-09-28 12:52:47,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,7.csv,2025-09-28 12:50:00,32
2025-09-28 12:52:44,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,7.csv,2025-09-28 12:50:00,32
2025-09-28 12:52:41,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,7.csv,2025-09-28 12:50:00,32
2025-09-28 12:52:13,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,7.csv,2025-09-28 12:50:00,32
2025-09-28 12:51:57,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,7.csv,2025-09-28 12:50:00,32
2025-09-28 12:51:18,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,7.csv,2025-09-28 12:50:00,32
2025-09-28 12:51:12,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,7.csv,2025-09-28 12:50:00,32
2025-09-28 12:50:55,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,7.csv,2025-09-28 12:50:00,32
2025-09-28 12:50:53,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,7.csv,2025-09-28 12:50:00,32
2025-09-28 12:50:52,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,7.csv,2025-09-28 12:50:00,32
2025-09-28 12:50:50,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,7.csv,2025-09-28 12:50:00,32
2025-09-28 12:50:36,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,7.csv,2025-09-28 12:50:00,32
2025-09-28 12:50:27,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,7.csv,2025-09-28 12:50:00,32
2025-09-28 12:50:21,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,7.csv,2025-09-28 12:50:00,32
2025-09-28 12:50:18,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,7.csv,2025-09-28 12:50:00,32
2025-09-28 12:50:10,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,7.csv,2025-09-28 12:50:00,32
2025-09-28 12:50:07,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,7.csv,2025-09-28 12:50:00,32
2025-09-28 12:49:56,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,7.csv,2025-09-28 12:40:00,20
2025-09-28 12:49:51,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,7.csv,2025-09-28 12:40:00,20
2025-09-28 12:49:44,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,7.csv,2025-09-28 12:40:00,20
2025-09-28 12:49:40,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,7.csv,2025-09-28 12:40:00,20
2025-09-28 12:49:36,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,7.csv,2025-09-28 12:40:00,20
2025-09-28 12:49:31,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,7.csv,2025-09-28 12:40:00,20
2025-09-28 12:49:27,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,7.csv,2025-09-28 12:40:00,20
2025-09-28 12:48:55,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,7.csv,2025-09-28 12:40:00,20
2025-09-28 12:48:45,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,7.csv,2025-09-28 12:40:00,20
2025-09-28 12:48:39,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,7.csv,2025-09-28 12:40:00,20
2025-09-28 12:48:36,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,7.csv,2025-09-28 12:40:00,20
2025-09-28 12:47:52,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,7.csv,2025-09-28 12:40:00,20
2025-09-28 12:47:46,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,7.csv,2025-09-28 12:40:00,20
2025-09-28 12:47:41,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,7.csv,2025-09-28 12:40:00,20
2025-09-28 12:47:34,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,7.csv,2025-09-28 12:40:00,20
2025-09-28 12:44:42,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,7.csv,2025-09-28 12:40:00,20
2025-09-28 12:44:30,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,7.csv,2025-09-28 12:40:00,20
2025-09-28 12:44:28,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,7.csv,2025-09-28 12:40:00,20
2025-09-28 12:44:20,PVC,SampleTimeAlm,OFFNRM,,J 00,PVC II Sample Time,ON,,7.csv,2025-09-28 12:40:00,20
2025-09-28 12:44:18,PVC,SampleTimeAlm,OFFNRM,OK,J 00,PVC II Sample Time,OFF,,7.csv,2025-09-28 12:40:00,20
2025-09-28 09:59:34,6200,AUX_Poly2,OFFNRM,OK,L 00,current change rate alarm,OFF,,7.csv,2025-09-28 09:50:00,12
2025-09-28 03:29:48,4500,FI-4205A,BAD PV,ACK,,Flow Indicator at New N2 Line,,,7.csv,2025-09-28 03:20:00,20
2025-09-28 03:28:22,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,0,kg/hr,7.csv,2025-09-28 03:20:00,20
2025-09-28 03:28:18,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1504.51,kg/hr,7.csv,2025-09-28 03:20:00,20
2025-09-28 03:28:10,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1504.51,kg/hr,7.csv,2025-09-28 03:20:00,20
2025-09-28 03:28:10,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1500.74,kg/hr,7.csv,2025-09-28 03:20:00,20
2025-09-28 03:26:19,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,0,kg/hr,7.csv,2025-09-28 03:20:00,20
2025-09-28 03:26:17,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1504.37,kg/hr,7.csv,2025-09-28 03:20:00,20
2025-09-28 03:23:58,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,59.1777,kg/hr,7.csv,2025-09-28 03:20:00,20
2025-09-28 03:23:57,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1504.14,kg/hr,7.csv,2025-09-28 03:20:00,20
2025-09-28 03:23:56,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1504.14,kg/hr,7.csv,2025-09-28 03:20:00,20
2025-09-28 03:23:54,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1504.98,kg/hr,7.csv,2025-09-28 03:20:00,20
2025-09-28 03:23:53,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1504.98,kg/hr,7.csv,2025-09-28 03:20:00,20
2025-09-28 03:23:52,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1504.66,kg/hr,7.csv,2025-09-28 03:20:00,20
2025-09-28 03:21:58,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,0,kg/hr,7.csv,2025-09-28 03:20:00,20
2025-09-28 03:21:29,4500,FI-4205A,BAD PV,ACK,,Flow Indicator at New N2 Line,,,7.csv,2025-09-28 03:20:00,20
2025-09-28 03:21:15,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1504.69,kg/hr,7.csv,2025-09-28 03:20:00,20
2025-09-28 03:21:13,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1504.69,kg/hr,7.csv,2025-09-28 03:20:00,20
2025-09-28 03:21:09,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1503.95,kg/hr,7.csv,2025-09-28 03:20:00,20
2025-09-28 03:21:05,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1503.95,kg/hr,7.csv,2025-09-28 03:20:00,20
2025-09-28 03:21:03,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1504.84,kg/hr,7.csv,2025-09-28 03:20:00,20
2025-09-28 03:19:51,4500,FI-4205A,BAD PV,ACK,,Flow Indicator at New N2 Line,,,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:19:41,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,2242.89,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:19:40,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1504.32,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:19:38,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1504.32,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:18:36,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1504.7,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:18:26,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1504.7,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:18:25,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1504.34,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:17:19,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,60.512,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:16:35,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1503.81,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:16:34,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1503.81,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:16:23,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1503.7,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:16:21,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1503.7,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:16:21,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1502.63,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:16:16,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1502.63,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:16:15,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1504.92,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:16:14,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1504.92,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:16:12,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1504.51,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:16:10,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1504.51,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:16:10,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1503.65,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:15:31,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,0,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:15:31,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1503.38,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:15:03,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1503.38,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:14:57,4500,FI-4205A,BAD PV,ACK,,Flow Indicator at New N2 Line,,,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:13:35,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1503.54,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:13:33,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1503.54,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:13:31,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1504.81,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:13:29,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1504.81,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:13:28,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1504.57,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:13:05,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1504.57,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:13:03,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1504.42,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:12:48,4500,FI-4205A,BAD PV,ACK,,Flow Indicator at New N2 Line,,,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:12:39,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1504.42,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:12:38,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1503.27,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:12:34,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1503.27,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:11:41,4500,FI-4205A,BAD PV,ACK,,Flow Indicator at New N2 Line,,,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:10:51,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1502.5,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:10:49,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1502.5,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:10:48,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1504.18,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 03:10:48,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1504.18,kg/hr,7.csv,2025-09-28 03:10:00,39
2025-09-28 02:27:40,6200,LSH_EV54,OFFNRM,OK,H 00,FAILING Alarm,OFF,,7.csv,2025-09-28 02:20:00,19
2025-09-28 02:27:21,6200,LSH_EV54,OFFNRM,ACK,,FAILING Alarm,,,7.csv,2025-09-28 02:20:00,19
2025-09-28 02:27:17,6200,LSH_EV54,OFFNRM,,H 00,FAILING Alarm,ON,,7.csv,2025-09-28 02:20:00,19
2025-09-28 02:26:59,6200,LSH_EV54,OFFNRM,OK,H 00,FAILING Alarm,OFF,,7.csv,2025-09-28 02:20:00,19
2025-09-28 02:26:50,6200,LSH_EV54,OFFNRM,ACK,,FAILING Alarm,,,7.csv,2025-09-28 02:20:00,19
2025-09-28 02:26:47,6200,LSH_EV54,OFFNRM,,H 00,FAILING Alarm,ON,,7.csv,2025-09-28 02:20:00,19
2025-09-28 02:26:20,6200,LSH_EV54,OFFNRM,OK,H 00,FAILING Alarm,OFF,,7.csv,2025-09-28 02:20:00,19
2025-09-28 02:25:41,6200,LSH_EV54,OFFNRM,ACK,,FAILING Alarm,,,7.csv,2025-09-28 02:20:00,19
2025-09-28 02:25:38,6200,LSH_EV54,OFFNRM,,H 00,FAILING Alarm,ON,,7.csv,2025-09-28 02:20:00,19
2025-09-28 02:25:19,6200,LSH_EV54,OFFNRM,OK,H 00,FAILING Alarm,OFF,,7.csv,2025-09-28 02:20:00,19
2025-09-28 02:25:12,6200,LSH_EV54,OFFNRM,,H 00,FAILING Alarm,ON,,7.csv,2025-09-28 02:20:00,19
2025-09-28 02:24:40,6200,LSH_EV54,OFFNRM,OK,H 00,FAILING Alarm,OFF,,7.csv,2025-09-28 02:20:00,19
2025-09-28 02:24:36,6200,LSH_EV54,OFFNRM,ACK,,FAILING Alarm,,,7.csv,2025-09-28 02:20:00,19
2025-09-28 02:24:33,6200,LSH_EV54,OFFNRM,,H 00,FAILING Alarm,ON,,7.csv,2025-09-28 02:20:00,19
2025-09-28 02:23:46,6200,LSH_EV54,OFFNRM,OK,H 00,FAILING Alarm,OFF,,7.csv,2025-09-28 02:20:00,19
2025-09-28 02:23:26,6200,LSH_EV54,OFFNRM,ACK,,FAILING Alarm,,,7.csv,2025-09-28 02:20:00,19
2025-09-28 02:23:21,6200,LSH_EV54,OFFNRM,,H 00,FAILING Alarm,ON,,7.csv,2025-09-28 02:20:00,19
2025-09-28 02:23:12,6200,LSH_EV54,OFFNRM,OK,H 00,FAILING Alarm,OFF,,7.csv,2025-09-28 02:20:00,19
2025-09-28 02:23:02,6200,LSH_EV54,OFFNRM,,H 00,FAILING Alarm,ON,,7.csv,2025-09-28 02:20:00,19
2025-09-28 23:30:48,4500,FI-4205A,BAD PV,ACK,,Flow Indicator at New N2 Line,,,7.csv,2025-09-28 23:30:00,10
2025-09-28 23:30:44,4500,FI-4205A,BAD PV,ACK,,Flow Indicator at New N2 Line,,,7.csv,2025-09-28 23:30:00,10
2025-09-28 23:30:36,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,57.2556,kg/hr,7.csv,2025-09-28 23:30:00,10
2025-09-28 23:30:34,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1504.57,kg/hr,7.csv,2025-09-28 23:30:00,10
2025-09-28 23:30:25,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1504.57,kg/hr,7.csv,2025-09-28 23:30:00,10
2025-09-28 23:30:21,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1498.19,kg/hr,7.csv,2025-09-28 23:30:00,10
2025-09-28 23:30:19,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1498.19,kg/hr,7.csv,2025-09-28 23:30:00,10
2025-09-28 23:30:18,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1498.19,kg/hr,7.csv,2025-09-28 23:30:00,10
2025-09-28 23:30:16,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1504.13,kg/hr,7.csv,2025-09-28 23:30:00,10
2025-09-28 23:30:03,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1504.13,kg/hr,7.csv,2025-09-28 23:30:00,10
2025-09-28 23:29:57,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1499.44,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:29:41,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,0,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:29:35,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1499.59,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:29:30,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1504.06,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:29:28,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1504.06,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:29:20,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1498.79,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:29:14,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1498.79,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:29:08,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1500.44,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:22:50,4500,FI-4205A,BAD PV,ACK,,Flow Indicator at New N2 Line,,,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:22:46,4500,FI-4205A,BAD PV,ACK,,Flow Indicator at New N2 Line,,,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:22:43,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,0,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:22:41,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1502.66,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:22:32,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1502.66,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:22:33,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1502.66,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:22:31,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1504.98,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:22:27,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1499.49,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:22:25,4500,FI-4205A,BAD PV,ACK,,Flow Indicator at New N2 Line,,,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:22:21,4500,FI-4205A,BAD PV,ACK,,Flow Indicator at New N2 Line,,,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:22:21,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1499.49,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:22:19,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1495.85,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:22:19,4500,FI-4205A,BAD PV,ACK,,Flow Indicator at New N2 Line,,,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:22:18,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1495.85,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:22:17,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1492.25,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:22:17,4500,FI-4205A,BAD PV,ACK,,Flow Indicator at New N2 Line,,,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:22:15,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1490.52,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:22:15,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1490.52,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:22:09,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1490.52,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:22:07,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1498.19,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:22:06,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1498.19,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:21:47,4500,FI-4205A,BAD PV,ACK,,Flow Indicator at New N2 Line,,,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:21:41,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1495.61,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:21:40,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1495.61,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:21:06,4500,FI-4205A,BAD PV,ACK,,Flow Indicator at New N2 Line,,,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:21:04,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1479.05,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:21:02,4500,FI-4205A,BAD PV,ACK,,Flow Indicator at New N2 Line,,,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:21:01,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1479.05,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:20:53,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1498.1,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:20:52,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1498.1,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:20:49,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1500.55,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:20:49,4500,FI-4205A,BAD PV,,L 00,Flow Indicator at New N2 Line,1500.55,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:20:43,4500,FI-4205A,BAD PV,OK,L 00,Flow Indicator at New N2 Line,1502.12,kg/hr,7.csv,2025-09-28 23:20:00,48
2025-09-28 23:20:40,4500,FI-4205A,BAD PV,ACK,,Flow Indicator at New N2 Line,,,7.csv,2025-09-28 23:20:00,48
